chrom	start	end	section_genes
chr1	16972068	16976915	MST1P2
chr1	16976915	16999497	
chr1	16999497	17000007	FAM231C,FAM231A
chr1	17000007	17000152	FAM231C
chr1	17000152	17007749	
chr1	17007749	17007823	MIR3675
chr1	17007823	17017712	
chr1	17017712	17046652	ESPNP
chr1	17046652	17060301	
chr1	17060301	17060446	FAM231C
chr1	17060446	17060956	FAM231C,FAM231A
chr1	17060956	17081128	
chr1	17081128	17083555	MST1L
chr1	17083555	17086552	MST1L,LOC102724562
chr1	17086552	17090975	MST1L
chr1	17090975	17185443	
chr1	17185443	17185516	MIR3675
chr1	17185516	17197439	
chr1	17197439	17200587	LOC440570
chr1	17200587	17215032	
chr1	17215032	17215973	LOC105376805
chr1	17215973	17216161	LOC105376805
chr1	17216161	17248444	
chr1	17248444	17299474	CROCC
chr1	17299474	17300998	
chr1	17300998	17307173	MFAP2
chr1	17307173	17308081	MFAP2
chr1	17308081	17312452	
chr1	17312452	17338467	ATP13A2
chr1	17338467	17345224	
chr1	17345224	17380665	SDHB
chr1	17380665	17393255	
chr1	17393255	17445948	PADI2
chr1	17445948	17516283	
chr1	17516283	17522882	LOC400743
chr1	17522882	17531620	
chr1	17531620	17572501	PADI1
chr1	17572501	17575592	
chr1	17575592	17604383	PADI3
chr1	17604383	17604470	PADI3,MIR3972
chr1	17604470	17610727	PADI3
chr1	17610727	17634689	
chr1	17634689	17690495	PADI4
chr1	17690495	17698690	
chr1	17698690	17728195	PADI6
chr1	17728195	17733250	
chr1	17733250	17765059	RCC2
chr1	17765059	17766250	RCC2
chr1	17766250	17866329	
chr1	17866329	17907047	ARHGEF10L
chr1	17907047	17944807	ARHGEF10L
chr1	17944807	18024364	ARHGEF10L
chr1	18024364	18024370	ARHGEF10L
chr1	18024370	18081807	
chr1	18081807	18153558	ACTL8
chr1	18153558	18392150	
chr1	18392150	18400905	LINC01654
chr1	18400905	18434239	
chr1	18434239	18704977	IGSF21
chr1	18704977	18807423	
chr1	18807423	18812480	KLHDC7A
chr1	18812480	18957499	
chr1	18957499	19062632	PAX7
chr1	19062632	19075360	PAX7
chr1	19075360	19166092	
chr1	19166092	19186155	TAS1R2
chr1	19186155	19197923	
chr1	19197923	19209695	ALDH4A1
chr1	19209695	19209769	ALDH4A1,MIR4695
chr1	19209769	19217385	ALDH4A1
chr1	19217385	19223564	ALDH4A1
chr1	19223564	19223642	ALDH4A1,MIR1290
chr1	19223642	19229293	ALDH4A1
chr1	19229293	19230773	
chr1	19230773	19282826	IFFO2
chr1	19282826	19400999	
chr1	19400999	19536746	UBR4
chr1	19536746	19536879	
chr1	19536879	19542157	LOC101927895
chr1	19542157	19556657	EMC1,LOC101927895
chr1	19556657	19567198	EMC1,LOC101927895
chr1	19567198	19578053	EMC1
chr1	19578053	19578074	
chr1	19578074	19586622	MRTO4
chr1	19586622	19592475	
chr1	19592475	19600616	AKR7L
chr1	19600616	19609056	
chr1	19609056	19615280	AKR7A3
chr1	19615280	19619740	
chr1	19619740	19622230	LOC100506730
chr1	19622230	19629201	
chr1	19629201	19638640	AKR7A2
chr1	19638640	19638739	
chr1	19638739	19655794	PQLC2
chr1	19655794	19658922	PQLC2
chr1	19658922	19665266	
chr1	19665266	19700668	CAPZB
chr1	19700668	19811201	CAPZB
chr1	19811201	19812135	CAPZB
chr1	19812135	19918295	
chr1	19918295	19923326	LOC105378614
chr1	19923326	19923470	
chr1	19923470	19934300	MINOS1,MINOS1-NBL1
chr1	19934300	19935138	MINOS1,RPS14P3,MINOS1-NBL1
chr1	19935138	19956315	MINOS1,MINOS1-NBL1
chr1	19956315	19969722	MINOS1-NBL1
chr1	19969722	19969902	MINOS1-NBL1,NBL1
chr1	19969902	19970207	MINOS1-NBL1,NBL1
chr1	19970207	19970666	MINOS1-NBL1,NBL1
chr1	19970666	19971865	MINOS1-NBL1,NBL1
chr1	19971865	19972259	MINOS1-NBL1,NBL1
chr1	19972259	19974103	MINOS1-NBL1,NBL1
chr1	19974103	19984949	MINOS1-NBL1,NBL1
chr1	19984949	19991779	
chr1	19991779	20007459	HTR6
chr1	20007459	20008705	
chr1	20008705	20069811	TMCO4
chr1	20069811	20125842	TMCO4
chr1	20125842	20126514	TMCO4
chr1	20126514	20140521	
chr1	20140521	20141771	RNF186
chr1	20141771	20208887	
chr1	20208887	20239437	OTUD3
chr1	20239437	20246799	
chr1	20246799	20250110	PLA2G2E
chr1	20250110	20301923	
chr1	20301923	20306152	PLA2G2A
chr1	20306152	20306932	PLA2G2A
chr1	20306932	20396700	
chr1	20396700	20418394	PLA2G5
chr1	20418394	20439142	
chr1	20439142	20446059	PLA2G2D
chr1	20446059	20465822	
chr1	20465822	20476879	PLA2G2F
chr1	20476879	20489584	
chr1	20489584	20503857	PLA2G2C
chr1	20503857	20510735	
chr1	20510735	20512570	UBXN10-AS1
chr1	20512570	20512979	UBXN10,UBXN10-AS1
chr1	20512979	20522541	UBXN10
chr1	20522541	20569587	
chr1	20569587	20571147	LINC01757
chr1	20571147	20617411	
chr1	20617411	20681387	VWA5B1
chr1	20681387	20686293	
chr1	20686293	20755287	LINC01141
chr1	20755287	20808883	
chr1	20808883	20812728	CAMK2N1
chr1	20812728	20825940	
chr1	20825940	20834674	MUL1
chr1	20834674	20878931	
chr1	20878931	20881513	FAM43B
chr1	20881513	20915443	
chr1	20915443	20945400	CDA
chr1	20945400	20959947	
chr1	20959947	20960171	PINK1
chr1	20960171	20960281	MIR6084,PINK1
chr1	20960281	20969149	PINK1
chr1	20969149	20978004	PINK1,PINK1-AS
chr1	20978004	20978259	PINK1-AS
chr1	20978259	20978686	PINK1-AS,DDOST
chr1	20978686	20988037	DDOST
chr1	20988037	20990506	
chr1	20990506	21044510	KIF17
chr1	21044510	21046224	
chr1	21046224	21059133	SH2D5
chr1	21059133	21069170	
chr1	21069170	21113181	HP1BP3
chr1	21113181	21132784	
chr1	21132784	21267737	EIF4G3
chr1	21267737	21314806	EIF4G3
chr1	21314806	21314925	EIF4G3,MIR1256
chr1	21314925	21437876	EIF4G3
chr1	21437876	21494532	EIF4G3
chr1	21494532	21503381	EIF4G3
chr1	21503381	21543739	
chr1	21543739	21606183	ECE1
chr1	21606183	21616766	ECE1
chr1	21616766	21616982	ECE1
chr1	21616982	21619782	ECE1
chr1	21619782	21626362	ECE1,LOC100506801
chr1	21626362	21672034	ECE1
chr1	21672034	21766582	
chr1	21766582	21811393	NBPF3
chr1	21811393	21835850	
chr1	21835850	21904905	ALPL
chr1	21904905	21922713	
chr1	21922713	21978348	RAP1GAP
chr1	21978348	21995873	RAP1GAP
chr1	21995873	22005071	
chr1	22005071	22054338	USP48
chr1	22054338	22109692	USP48
chr1	22109692	22138757	
chr1	22138757	22148724	LDLRAD2
chr1	22148724	22151714	LDLRAD2,HSPG2
chr1	22151714	22263790	HSPG2
chr1	22263790	22303386	
chr1	22303386	22315847	CELA3B
chr1	22315847	22328148	
chr1	22328148	22339035	CELA3A
chr1	22339035	22350486	
chr1	22350486	22351683	LINC01635
chr1	22351683	22351996	LINC00339,LINC01635
chr1	22351996	22352541	LINC00339,LINC01635
chr1	22352541	22357717	LINC00339
chr1	22357717	22379119	
chr1	22379119	22417296	CDC42
chr1	22417296	22419436	CDC42
chr1	22419436	22443797	
chr1	22443797	22469519	WNT4
chr1	22469519	22592731	
chr1	22592731	22592793	MIR4418
chr1	22592793	22778343	
chr1	22778343	22857650	ZBTB40
chr1	22857650	22889994	
chr1	22889994	22916112	EPHA8
chr1	22916112	22930087	EPHA8
chr1	22930087	22959750	
chr1	22959750	22959859	MIR6127
chr1	22959859	22962998	
chr1	22962998	22963254	C1QA
chr1	22963254	22966175	C1QA
chr1	22966175	22970109	
chr1	22970109	22974604	C1QC
chr1	22974604	22979473	
chr1	22979473	22988129	C1QB
chr1	22988129	23037330	
chr1	23037330	23046009	EPHB2
chr1	23046009	23046091	EPHB2,MIR4684
chr1	23046091	23189651	EPHB2
chr1	23189651	23189719	EPHB2,MIR4253
chr1	23189719	23247993	EPHB2
chr1	23247993	23279535	
chr1	23279535	23291923	LACTBL1
chr1	23291923	23337326	
chr1	23337326	23342343	TEX46
chr1	23342343	23345940	
chr1	23345940	23370797	KDM1A
chr1	23370797	23370865	MIR3115,KDM1A
chr1	23370865	23384350	KDM1A
chr1	23384350	23384427	MIR4419A,KDM1A
chr1	23384427	23410184	KDM1A
chr1	23410184	23410515	
chr1	23410515	23495351	LUZP1
chr1	23495351	23518387	
chr1	23518387	23521222	HTR1D
chr1	23521222	23607801	
chr1	23607801	23612011	LINC01355
chr1	23612011	23631180	
chr1	23631180	23670857	HNRNPR
chr1	23670857	23685940	
chr1	23685940	23694879	ZNF436
chr1	23694879	23695463	ZNF436
chr1	23695463	23695710	ZNF436,ZNF436-AS1
chr1	23695710	23696357	ZNF436,ZNF436-AS1
chr1	23696357	23698330	ZNF436-AS1
chr1	23698330	23707401	
chr1	23707401	23751272	TCEA3
chr1	23751272	23755055	
chr1	23755055	23810750	ASAP3
chr1	23810750	23832919	
chr1	23832919	23848421	E2F2
chr1	23848421	23854911	LOC101928163,E2F2
chr1	23854911	23857712	E2F2
chr1	23857712	23884420	
chr1	23884420	23886285	ID3
chr1	23886285	23953823	
chr1	23953823	23967058	MDS2
chr1	23967058	24018268	
chr1	24018268	24022915	RPL11
chr1	24022915	24023325	RPL11
chr1	24023325	24069855	
chr1	24069855	24086871	ELOA
chr1	24086871	24088549	ELOA-AS1,ELOA
chr1	24088549	24104787	ELOA-AS1
chr1	24104787	24104875	
chr1	24104875	24114722	PITHD1
chr1	24114722	24117645	
chr1	24117645	24122029	LYPLA2
chr1	24122029	24122088	
chr1	24122088	24126060	GALE
chr1	24126060	24127034	GALE
chr1	24127034	24127294	GALE
chr1	24127294	24128366	
chr1	24128366	24151949	HMGCL
chr1	24151949	24171571	
chr1	24171571	24194859	FUCA1
chr1	24194859	24200459	
chr1	24200459	24239817	CNR2
chr1	24239817	24255559	
chr1	24255559	24255637	MIR378F
chr1	24255637	24286300	
chr1	24286300	24289949	PNRC2
chr1	24289949	24290836	
chr1	24290836	24306953	SRSF10
chr1	24306953	24382530	
chr1	24382530	24438665	MYOM3
chr1	24438665	24446260	
chr1	24446260	24469775	IL22RA1
chr1	24469775	24480646	
chr1	24480646	24513765	IFNLR1
chr1	24513765	24526729	
chr1	24526729	24538180	LOC284632
chr1	24538180	24645811	
chr1	24645811	24646055	GRHL3
chr1	24646055	24649529	GRHL3
chr1	24649529	24681808	GRHL3
chr1	24681808	24683488	GRHL3
chr1	24683488	24690970	STPG1,GRHL3
chr1	24690970	24739976	STPG1
chr1	24739976	24740262	STPG1,NIPAL3
chr1	24740262	24741587	STPG1,NIPAL3
chr1	24741587	24742239	NIPAL3
chr1	24742239	24742244	NIPAL3
chr1	24742244	24742514	NIPAL3
chr1	24742514	24781314	NIPAL3
chr1	24781314	24792833	NIPAL3
chr1	24792833	24799473	NIPAL3
chr1	24799473	24822743	
chr1	24822743	24828840	RCAN3AS
chr1	24828840	24828872	RCAN3AS,RCAN3
chr1	24828872	24829386	RCAN3
chr1	24829386	24834083	RCAN3
chr1	24834083	24840803	RCAN3
chr1	24840803	24863510	RCAN3
chr1	24863510	24865763	
chr1	24865763	24882515	LOC100506985
chr1	24882515	24882566	
chr1	24882566	24935818	NCMAP
chr1	24935818	24969593	
chr1	24969593	24970049	SRRM1
chr1	24970049	24999772	SRRM1
chr1	24999772	25071759	
chr1	25071759	25170815	CLIC4
chr1	25170815	25226001	
chr1	25226001	25245835	RUNX3
chr1	25245835	25245907	RUNX3,MIR6731
chr1	25245907	25256770	RUNX3
chr1	25256770	25291501	RUNX3
chr1	25291501	25349993	
chr1	25349993	25350077	MIR4425
chr1	25350077	25548766	
chr1	25548766	25559013	SYF2
chr1	25559013	25568727	
chr1	25568727	25574010	RSRP1
chr1	25574010	25594416	RSRP1
chr1	25594416	25598976	RSRP1
chr1	25598976	25629225	RSRP1,RHD
chr1	25629225	25656936	RSRP1,RHD
chr1	25656936	25664745	RSRP1
chr1	25664745	25664788	
chr1	25664788	25688739	TMEM50A
chr1	25688739	25688852	RHCE,TMEM50A
chr1	25688852	25747405	RHCE
chr1	25747405	25757348	
chr1	25757348	25826698	MACO1
chr1	25826698	25870075	
chr1	25870075	25895377	LDLRAP1
chr1	25895377	25943958	
chr1	25943958	26112698	MAN1C1
chr1	26112698	26126666	
chr1	26126666	26144713	SELENON
chr1	26144713	26146396	
chr1	26146396	26146444	MTFR1L
chr1	26146444	26146683	MTFR1L,LOC646471
chr1	26146683	26147318	MTFR1L,LOC646471
chr1	26147318	26150097	MTFR1L,LOC646471
chr1	26150097	26158403	MTFR1L
chr1	26158403	26159433	AUNIP,MTFR1L
chr1	26159433	26160496	AUNIP
chr1	26160496	26185949	AUNIP
chr1	26185949	26187974	
chr1	26187974	26197744	PAQR7
chr1	26197744	26210676	
chr1	26210676	26226606	STMN1
chr1	26226606	26232644	STMN1
chr1	26232644	26232852	STMN1
chr1	26232852	26232945	STMN1,MIR3917
chr1	26232945	26232993	STMN1
chr1	26232993	26233368	STMN1
chr1	26233368	26286257	
chr1	26286257	26324648	PAFAH2
chr1	26324648	26348270	
chr1	26348270	26362954	EXTL1
chr1	26362954	26364512	
chr1	26364512	26372629	SLC30A2
chr1	26372629	26377795	
chr1	26377795	26394125	TRIM63
chr1	26394125	26437655	
chr1	26437655	26438267	PDIK1L
chr1	26438267	26452039	PDIK1L
chr1	26452039	26485510	
chr1	26485510	26489119	FAM110D
chr1	26489119	26496387	
chr1	26496387	26497364	ZNF593
chr1	26497364	26503980	
chr1	26503980	26516375	CNKSR1
chr1	26516375	26516376	CNKSR1
chr1	26516376	26517118	
chr1	26517118	26529033	CATSPER4
chr1	26529033	26551810	
chr1	26551810	26556331	LOC101928303
chr1	26556331	26560643	
chr1	26560643	26595773	CEP85
chr1	26595773	26605301	CEP85
chr1	26605301	26606212	
chr1	26606212	26608013	SH3BGRL3
chr1	26608013	26608772	
chr1	26608772	26633195	UBXN11
chr1	26633195	26644410	UBXN11
chr1	26644410	26644756	CD52,UBXN11
chr1	26644756	26647014	CD52
chr1	26647014	26648349	
chr1	26648349	26680621	CRYBG2
chr1	26680621	26688124	
chr1	26688124	26699285	ZNF683
chr1	26699285	26737258	
chr1	26737258	26756219	LIN28A
chr1	26756219	26758772	
chr1	26758772	26789247	DHDDS
chr1	26789247	26794028	LOC101928324,DHDDS
chr1	26794028	26797795	DHDDS
chr1	26797795	26798901	
chr1	26798901	26803133	HMGN2
chr1	26803133	26856248	
chr1	26856248	26869602	RPS6KA1
chr1	26869602	26872342	RPS6KA1
chr1	26872342	26881032	RPS6KA1
chr1	26881032	26881084	MIR1976,RPS6KA1
chr1	26881084	26901520	RPS6KA1
chr1	26901520	27018400	
chr1	27018400	27020622	LOC101928728
chr1	27020622	27022523	
chr1	27022523	27108601	ARID1A
chr1	27108601	27114453	
chr1	27114453	27114678	PIGV
chr1	27114678	27124894	PIGV
chr1	27124894	27153200	
chr1	27153200	27182211	ZDHHC18
chr1	27182211	27189628	
chr1	27189628	27190948	SFN
chr1	27190948	27205872	
chr1	27205872	27216869	GPN2
chr1	27216869	27216978	
chr1	27216978	27226962	GPATCH3
chr1	27226962	27237974	
chr1	27237974	27240567	NR0B2
chr1	27240567	27248212	
chr1	27248212	27273362	NUDC
chr1	27273362	27276046	
chr1	27276046	27286901	KDF1
chr1	27286901	27320194	
chr1	27320194	27327377	TRNP1
chr1	27327377	27331510	
chr1	27331510	27339333	FAM46B
chr1	27339333	27425299	
chr1	27425299	27481621	SLC9A1
chr1	27481621	27561006	
chr1	27561006	27635124	WDTC1
chr1	27635124	27648635	
chr1	27648635	27650364	TMEM222
chr1	27650364	27653016	ACTG1P20,TMEM222
chr1	27653016	27662891	TMEM222
chr1	27662891	27668482	
chr1	27668482	27680423	SYTL1
chr1	27680423	27681669	
chr1	27681669	27693357	MAP3K6
chr1	27693357	27695600	
chr1	27695600	27701343	FCN3
chr1	27701343	27705665	
chr1	27705665	27709823	CD164L2
chr1	27709823	27719147	
chr1	27719147	27722317	GPR3
chr1	27722317	27730729	
chr1	27730729	27816698	WASF2
chr1	27816698	27860755	
chr1	27860755	27930005	AHDC1
chr1	27930005	27938800	
chr1	27938800	27952751	FGR
chr1	27952751	27953106	FGR
chr1	27953106	27961727	FGR
chr1	27961727	27986838	
chr1	27986838	27989233	LINC02574
chr1	27989233	27992571	
chr1	27992571	27998724	IFI6
chr1	27998724	28052489	
chr1	28052489	28089423	FAM76A
chr1	28089423	28099693	
chr1	28099693	28150963	STX12
chr1	28150963	28157251	
chr1	28157251	28157324	PPP1R8
chr1	28157324	28160911	PPP1R8
chr1	28160911	28161077	PPP1R8,SCARNA1
chr1	28161077	28178183	PPP1R8
chr1	28178183	28199053	
chr1	28199053	28213196	THEMIS2
chr1	28213196	28218035	
chr1	28218035	28241308	RPA2
chr1	28241308	28261465	
chr1	28261465	28282991	SMPDL3B
chr1	28282991	28285668	SMPDL3B
chr1	28285668	28285972	
chr1	28285972	28294607	XKR8
chr1	28294607	28296854	
chr1	28296854	28303783	EYA3
chr1	28303783	28314983	EYA3
chr1	28314983	28415148	EYA3
chr1	28415148	28473676	
chr1	28473676	28503455	PTAFR
chr1	28503455	28520447	PTAFR
chr1	28520447	28526789	
chr1	28526789	28559542	DNAJC8
chr1	28559542	28562601	
chr1	28562601	28564616	ATP5IF1
chr1	28564616	28585962	
chr1	28585962	28609002	SESN2
chr1	28609002	28655512	
chr1	28655512	28662478	MED18
chr1	28662478	28696064	
chr1	28696064	28764660	PHACTR4
chr1	28764660	28826881	PHACTR4
chr1	28826881	28832454	
chr1	28832454	28835069	SNHG3,RCC1
chr1	28835069	28835274	SNHG3,RCC1,SNORA73B
chr1	28835274	28837404	SNHG3,RCC1
chr1	28837404	28844744	RCC1
chr1	28844744	28865708	RCC1
chr1	28865708	28879528	
chr1	28879528	28905049	TRNAU1AP
chr1	28905049	28905057	TRNAU1AP,SNHG12
chr1	28905057	28905254	SNHG12
chr1	28905254	28905334	SNHG12,SNORD99
chr1	28905334	28906275	SNHG12
chr1	28906275	28906405	SNHG12,SNORA61
chr1	28906405	28906892	SNHG12
chr1	28906892	28907024	SNHG12,SNORA44
chr1	28907024	28907431	SNHG12
chr1	28907431	28907565	SNHG12,SNORA16A
chr1	28907565	28908385	SNHG12
chr1	28908385	28909495	SNHG12
chr1	28909495	28918711	
chr1	28918711	28919006	RAB42
chr1	28919006	28921955	RAB42
chr1	28921955	28929608	
chr1	28929608	28969604	TAF12
chr1	28969604	28969767	
chr1	28969767	28975042	LINC01715
chr1	28975042	28975111	LINC01715
chr1	28975111	28975246	LINC01715,RNU11
chr1	28975246	28975311	LINC01715
chr1	28975311	28995239	
chr1	28995239	29042115	GMEB1
chr1	29042115	29063132	
chr1	29063132	29063135	YTHDF2
chr1	29063135	29063451	YTHDF2
chr1	29063451	29096287	YTHDF2
chr1	29096287	29138653	
chr1	29138653	29190208	OPRD1
chr1	29190208	29213602	
chr1	29213602	29241087	EPB41
chr1	29241087	29391733	EPB41
chr1	29391733	29445936	EPB41
chr1	29445936	29446558	EPB41,TMEM200B
chr1	29446558	29449013	TMEM200B
chr1	29449013	29450421	TMEM200B
chr1	29450421	29474249	
chr1	29474249	29508637	SRSF4
chr1	29508637	29519168	
chr1	29519168	29557470	MECR
chr1	29557470	29563027	
chr1	29563027	29653325	PTPRU
chr1	29653325	29656131	
chr1	29656131	29676626	LINC01756
chr1	29676626	30486798	
chr1	30486798	30510459	LINC01648
chr1	30510459	31184123	
chr1	31184123	31191618	MATN1
chr1	31191618	31196432	MATN1-AS1,MATN1
chr1	31196432	31199593	MATN1-AS1
chr1	31199593	31205314	
chr1	31205314	31212002	LAPTM5
chr1	31212002	31212079	LAPTM5,MIR4420
chr1	31212079	31230683	LAPTM5
chr1	31230683	31297498	
chr1	31297498	31307131	LINC01778
chr1	31307131	31342312	
chr1	31342312	31381480	SDC3
chr1	31381480	31404352	
chr1	31404352	31408535	PUM1
chr1	31408535	31408623	SNORD103A,SNORD103B,PUM1
chr1	31408623	31421964	PUM1
chr1	31421964	31422052	SNORD103A,SNORD103B,PUM1
chr1	31422052	31441009	PUM1
chr1	31441009	31441084	PUM1,SNORD103C
chr1	31441084	31538564	PUM1
chr1	31538564	31652591	
chr1	31652591	31712734	NKAIN1
chr1	31712734	31732414	
chr1	31732414	31769644	SNRNP40
chr1	31769644	31769828	
chr1	31769828	31837800	ZCCHC17
chr1	31837800	31838099	
chr1	31838099	31846135	FABP3
chr1	31846135	31882411	
chr1	31882411	31883020	SERINC2
chr1	31883020	31885962	SERINC2
chr1	31885962	31886659	SERINC2
chr1	31886659	31907527	SERINC2
chr1	31907527	31971838	
chr1	31971838	31974167	LINC01225
chr1	31974167	31984035	
chr1	31984035	31989846	LINC01226
chr1	31989846	32042085	
chr1	32042085	32043745	TINAGL1
chr1	32043745	32053287	TINAGL1
chr1	32053287	32083300	
chr1	32083300	32092919	HCRTR1
chr1	32092919	32095462	
chr1	32095462	32110218	PEF1
chr1	32110218	32110838	PEF1
chr1	32110838	32117847	
chr1	32117847	32169768	COL16A1
chr1	32169768	32192705	
chr1	32192705	32224260	ADGRB2
chr1	32224260	32224336	ADGRB2,MIR4254
chr1	32224336	32229664	ADGRB2
chr1	32229664	32256022	
chr1	32256022	32281652	SPOCD1
chr1	32281652	32372021	
chr1	32372021	32385259	PTP4A2
chr1	32385259	32403988	PTP4A2
chr1	32403988	32479294	
chr1	32479294	32509482	KHDRBS1
chr1	32509482	32526460	KHDRBS1
chr1	32526460	32537631	
chr1	32537631	32538499	TMEM39B
chr1	32538499	32552549	TMEM39B
chr1	32552549	32552608	TMEM39B,MIR5585
chr1	32552608	32568467	TMEM39B
chr1	32568467	32573643	
chr1	32573643	32642168	KPNA6
chr1	32642168	32645344	
chr1	32645344	32663886	TXLNA
chr1	32663886	32665986	
chr1	32665986	32670991	CCDC28B
chr1	32670991	32671235	
chr1	32671235	32674288	IQCC
chr1	32674288	32674694	
chr1	32674694	32680077	DCDC2B
chr1	32680077	32681797	TMEM234,DCDC2B
chr1	32681797	32687184	TMEM234
chr1	32687184	32687972	TMEM234,EIF3I
chr1	32687972	32697205	EIF3I
chr1	32697205	32697260	
chr1	32697260	32707311	MTMR9LP
chr1	32707311	32712817	
chr1	32712817	32714461	FAM167B
chr1	32714461	32716839	
chr1	32716839	32739711	LCK
chr1	32739711	32751768	LCK
chr1	32751768	32757707	
chr1	32757707	32799224	HDAC1
chr1	32799224	32799429	
chr1	32799429	32801840	MARCKSL1
chr1	32801840	32826870	
chr1	32826870	32827844	FAM229A
chr1	32827844	32827861	
chr1	32827861	32829924	TSSK3
chr1	32829924	32830233	
chr1	32830233	32860062	BSDC1
chr1	32860062	32930657	
chr1	32930657	32953459	ZBTB8B
chr1	32953459	33004745	
chr1	33004745	33071551	ZBTB8A
chr1	33071551	33086423	
chr1	33086423	33086816	ZBTB8OS
chr1	33086816	33116191	ZBTB8OS
chr1	33116191	33116748	
chr1	33116748	33116958	RBBP4
chr1	33116958	33145506	RBBP4
chr1	33145506	33151812	RBBP4,SYNC
chr1	33151812	33168361	SYNC
chr1	33168361	33207511	
chr1	33207511	33231234	KIAA1522
chr1	33231234	33240571	KIAA1522
chr1	33240571	33240839	
chr1	33240839	33283042	YARS
chr1	33283042	33283118	YARS,S100PBP
chr1	33283118	33283633	YARS,S100PBP
chr1	33283633	33290913	S100PBP
chr1	33290913	33324480	S100PBP
chr1	33324480	33327868	
chr1	33327868	33336414	FNDC5
chr1	33336414	33338093	FNDC5
chr1	33338093	33352097	
chr1	33352097	33360193	HPCA
chr1	33360193	33360247	HPCA,TMEM54
chr1	33360247	33367041	TMEM54
chr1	33367041	33402046	
chr1	33402046	33430414	RNF19B
chr1	33430414	33473540	
chr1	33473540	33476825	AK2
chr1	33476825	33478644	AK2
chr1	33478644	33502512	AK2
chr1	33502512	33546713	
chr1	33546713	33546729	AZIN2
chr1	33546729	33547778	AZIN2
chr1	33547778	33567493	AZIN2
chr1	33567493	33586132	AZIN2
chr1	33586132	33611002	
chr1	33611002	33642151	TRIM62
chr1	33642151	33647671	TRIM62
chr1	33647671	33722173	
chr1	33722173	33766320	ZNF362
chr1	33766320	33772366	
chr1	33772366	33786699	A3GALT2
chr1	33786699	33789223	
chr1	33789223	33797993	PHC2
chr1	33797993	33798093	MIR3605,PHC2
chr1	33798093	33815499	PHC2
chr1	33815499	33815952	PHC2
chr1	33815952	33828846	LOC101929464,PHC2
chr1	33828846	33841194	PHC2
chr1	33841194	33938231	
chr1	33938231	33961995	ZSCAN20
chr1	33961995	33979598	
chr1	33979598	34326075	CSMD2
chr1	34326075	34329677	CSMD2,HMGB4
chr1	34329677	34330392	CSMD2,HMGB4
chr1	34330392	34334556	CSMD2
chr1	34334556	34351059	CSMD2,CSMD2-AS1
chr1	34351059	34630875	CSMD2
chr1	34630875	34631443	CSMD2
chr1	34631443	34632483	
chr1	34632483	34642552	C1orf94
chr1	34642552	34684731	C1orf94
chr1	34684731	35135199	
chr1	35135199	35135295	MIR552
chr1	35135295	35220647	
chr1	35220647	35224113	GJB5
chr1	35224113	35225341	
chr1	35225341	35229325	GJB4
chr1	35229325	35246789	
chr1	35246789	35247910	GJB3
chr1	35247910	35251965	GJB3
chr1	35251965	35251967	GJB3
chr1	35251967	35258598	
chr1	35258598	35261348	GJA4
chr1	35261348	35315962	
chr1	35315962	35324646	SMIM12
chr1	35324646	35325338	SMIM12
chr1	35325338	35325417	SMIM12
chr1	35325417	35331036	
chr1	35331036	35395186	DLGAP3
chr1	35395186	35441299	
chr1	35441299	35444307	LOC653160
chr1	35444307	35447126	
chr1	35447126	35450948	TMEM35B
chr1	35450948	35451766	
chr1	35451766	35497569	ZMYM6
chr1	35497569	35525386	
chr1	35525386	35544963	ZMYM1
chr1	35544963	35581459	ZMYM1
chr1	35581459	35641978	
chr1	35641978	35649200	SFPQ
chr1	35649200	35658743	SFPQ
chr1	35658743	35658746	SFPQ
chr1	35658746	35734567	
chr1	35734567	35824424	ZMYM4
chr1	35824424	35831678	ZMYM4,ZMYM4-AS1
chr1	35831678	35887545	ZMYM4
chr1	35887545	35899090	
chr1	35899090	36023037	KIAA0319L
chr1	36023037	36023392	
chr1	36023392	36032380	NCDN
chr1	36032380	36038970	
chr1	36038970	36060927	TFAP2E
chr1	36060927	36065142	
chr1	36065142	36097138	PSMB2
chr1	36097138	36107152	PSMB2
chr1	36107152	36107445	PSMB2
chr1	36107445	36179476	
chr1	36179476	36182512	C1orf216
chr1	36182512	36184790	C1orf216
chr1	36184790	36185818	
chr1	36185818	36197712	CLSPN
chr1	36197712	36235551	CLSPN
chr1	36235551	36273224	
chr1	36273224	36273827	AGO4
chr1	36273827	36323490	AGO4
chr1	36323490	36335408	
